,Unnamed: 0,id,text,twitter_account,favorite_count,retweet_count,is_retweet
240,1258,1441066621326401541,"The Biden administration continued to face questions this week about how it is handling a surge of Haitian migrants crossing the southern border.

       https://t.co/9e6OERSt4j",USA TODAY Politics,4,5,No
241,16,1466054025909092362,A parody ad for a Mark Zuckerberg-themed holiday toy shows what would happen if Santa's spy met Facebook's algorithm. https://t.co/Qef34MZbLt,HuffPost Politics,8,3,No
242,392,1189925765673996288,Just Two House Democrats Opposed Formalizing The Impeachment Inquiry Against Trump https://t.co/6PWb1ZgMMO,BuzzFeed Politics,5,2,No
243,1137,1403313635460591616,Vice President Harris and other top administration officials will travel to several states to urge people to get vaccinated against the coronavirus. https://t.co/uyqu3mCUS0,USA TODAY Politics,0,0,No
244,236,965876649194647553,"Slovenian ice hockey player fails doping test, has to leave Olympics https://t.co/8qBtZYmiBd https://t.co/qVWBkfnAfk",HuffPost Sports,2,2,No
245,77,1430000742169989121,The Infowars conspiracy theorist raged at the former president for recommending the COVID-19 vaccines. https://t.co/yDzhr10mQl,HuffPost Politics,34,18,No
246,167,1443554947132530690,The far-right lawmaker targeted the Catholics for Choice organization. https://t.co/Vyce5weiaN,HuffPost Politics,2,8,No
247,37,1438994059121631237,"The 10-feet-wide home sold for $1.25 million, according to Zillow. https://t.co/v1mUdJLXxV",HuffPost Politics,11,3,No
248,1433,1428110709653708800,#GarthBrooks pulled the plug Wednesday on five stadium tour dates amid rising COVID-19 cases. https://t.co/CDQ8SvUxxo,USA TODAY Life,2,0,No
249,1035,1443932967169056777,"What's on TV Friday: Season premieres of 'Magnum P.I.,' 'S.W.A.T.' and 'Blue Bloods' on CBS https://t.co/3aYTiFivel",LAT Entertainment,2,2,No
250,335,1419794651167531017,Don’t assume your apology will work right away. Just look at Chrissy Teigen. https://t.co/haglGQx8rH,HuffPost Life,0,0,No
251,1263,1455938887059185666,"Saquon Barkley is vaccinated, so he would need two negative tests in a 24-hour span to be eligible to play Sunday. https://t.co/YB821C332G",USA TODAY Sports,4,1,No
252,1228,1420343074945896451,"Republican Susan Wright, widow of the late Rep. Ron Wright, had the endorsement of former President Donald Trump in the special election.

       https://t.co/Iyk4cT9iz7",USA TODAY Politics,1,0,No
253,199,787049689044619264,Nevada legislature approves $750 million tax subsidy for Las Vegas NFL stadium https://t.co/CRWxSFyXf3 https://t.co/ir2Ql5aXp5,HuffPost Sports,2,4,No
254,1182,1441104623352233984,"Since spring, public confidence in President Joe Biden has declined across several issues, according to the Pew Research Center.

       https://t.co/9KTdfClklI",USA TODAY Politics,4,2,No
255,1301,1452328590020841473,Giants do not score at the goal line. Brutal.,USA TODAY Sports,0,8,Yes
256,1239,1417158409934282762,President Biden delivers remarks on the economy and his infrastructure and jobs plans. https://t.co/2jgHwsHUmd,USA TODAY Politics,0,17,Yes
257,1042,1427436769964924929,Forget 'ScarJo' vs. Disney. Hollywood's streaming fight is just getting started https://t.co/wCXX7yxtbr,LAT Entertainment,1,1,No
258,839,1279611008668119040,Biden vows to uproot systemic racism in Fourth of July message https://t.co/x0d8xRa4re,L.A. Times Politics,8,2,No
259,647,1383097180131581952,"""All That"" premiered 27 years ago today 💛 Which was your favorite sketch? #TheBuzz",BuzzFeed Arts & Entertainment,0,8,Yes
260,1105,1445840302367858692,"Treasury Secretary Janet Yellen says the U.S. will run out of cash to pay its debt on Oct. 18. Here's what could happen if that deadline hits.

       https://t.co/r9rgwpxP5P",USA TODAY Politics,6,3,No
261,339,1438626891510976522,"The ""Pose"" star said taking part in the star-studded event was ""cognitive dissonance"" as a Black Lives Matter protest took place outside. https://t.co/b6GAeDxoxM",HuffPost Life,0,0,No
262,331,1433875085341888513,Preeeetty sure this $8 eyebrow pomade is what all those Instagram influencers with gorgeous brows were using all along. https://t.co/FoSMEkns8d,HuffPost Life,0,0,No
263,1432,1395894982939222021,#PrinceWilliam blasted the BBC over an inquiry into the explosive 1995 interview with his mother Princess Diana. https://t.co/Grp6DPOS3Y https://t.co/7IM4bcrSxy,USA TODAY Life,2,2,No
264,674,1035551368487034880,How did John Krasinski become a red-state action hero? @alisonwillmore tracks his trajectory. https://t.co/Wyub3VBlL2,BuzzFeed Arts & Entertainment,5,0,No
265,1016,1438640595992518656,Aretha Franklin's 'Respect' named best song ever in new list https://t.co/ovmAcuSlnf,LAT Entertainment,2,2,No
266,463,1321603249049374720,"The ""Anonymous” Figure Who Claimed To Be Resisting The Trump Administration Actually Defended Its Controversial Immigration Policies https://t.co/sktfsVeYnL",BuzzFeed Politics,0,1,No
267,1350,1430734306624819203,"The final spots in the semifinals are up for grabs on @AGT. But Simon Cowell said out of 12 acts that performed Tuesday, ""only three (contestants) were better than their first audition."" https://t.co/vYEhqq5n91",USA TODAY Life,1,0,No
268,829,1321966044081229829,Biden and Trump battle for Florida as Democrats seek a knockout blow https://t.co/8CxzZAa6Kk,L.A. Times Politics,1,0,No
269,1192,1457448286252675075,"Results of the latest USA TODAY/Suffolk University poll should have Democrats worried: Voter preference in a generic congressional race flips to GOP.

       https://t.co/oFjqCZUD6W",USA TODAY Politics,8,3,No
270,586,651549781546958848,Astros shortstop Carlos Correa was born over two months after Yankees DH Alex Rodriguez made his MLB debut. http://t.co/vsHNzuuYws,BuzzFeed Sports,5,6,No
271,596,687015517283037184,@BuzzFeed https://t.co/Xsz0VDJCJP,BuzzFeed Sports,8,4,No
272,308,1447592897176551426,"Here's what you need right now to make your trip smooth and worry-free, whether you're road-tripping or flying. https://t.co/Vfe4xp2iGg",HuffPost Life,0,0,No
273,524,1365451488676499458,"New details about January 6 discussed in court, as Oath Keeper Jessica Watkins fails to convince a judge she should be released from federal custody. https://t.co/zf7OgQeDZA",BuzzFeed Politics,2,0,No
274,1367,1441409902866407433,"Ahead of tonight's 30th season premiere of @DatelineNBC at 9pm ET, 👀 the front page of @usatodaylife. 

👇👇 https://t.co/ekx2XJe24e",USA TODAY Life,0,5,Yes
275,1221,1420440214749777926,"With Canada's vaccination rates higher now than in US, some are wondering if continued closure is more about the southern border than northern one.

       https://t.co/IkBMEsy6T5",USA TODAY Politics,2,1,No
276,862,1333864446209511425,Barr: No evidence of fraud that’d change election outcome https://t.co/BWGVRxR4O9,L.A. Times Politics,4,2,No
277,706,1146195338463629312,"I updated my ranking of the Marvel Cinematic Universe with #SpiderManFarFromHome, which I enjoyed thinking about afterwards more than I did while actually watching it. https://t.co/G9SNkKHafJ",BuzzFeed Arts & Entertainment,0,3,Yes
278,965,1456016827104911360,Rams started making big moves in January. Here's how each one has worked out. https://t.co/83Trgld6hV,L.A. Times Sports,0,2,Yes
279,1160,1437792546139279373,"The Freedom to Vote Act is more scaled back than previous pieces of voting rights legislation, would establish federally mandated election rules.

       https://t.co/LrsAuRpZ1I",USA TODAY Politics,6,2,No
280,29,1422813282507821058,"Canada's Penny Oleksiak slammed an educator who ""constantly dragged me down"" as the worst of all time. https://t.co/dIOVw8WW2a",HuffPost Politics,14,6,No
281,1309,1462502168762765319,Aaron Rodgers with the bullet on the run for Josiah Deguara’s first NFL TD! https://t.co/p6hVyuDyqm,USA TODAY Sports,0,4,Yes
282,1161,1405554871961595905,"The Senate's Democratic leadership has vowed to take up the measure, and the White House has also endorsed it. https://t.co/UAHhPOBqrH",USA TODAY Politics,1,1,No
283,887,1293005214887313408,GOP operatives want Kanye West on the presidential ballot. Will it really matter? https://t.co/C426Xok1nr,L.A. Times Politics,0,0,No
284,6,1453751316967219209,The Labor Department is reversing a Trump-era policy that made it easier to pay tipped workers less for their time. https://t.co/LkxRIrxKd3,HuffPost Politics,14,9,No
285,265,770284046198960128,We Pick The 20 Breakout Stars Of The 2016 NFL Season: https://t.co/ftuwy2JsYW #FantasyFootball,HuffPost Sports,0,8,Yes
286,1428,1447362653651816449,"It's not always only about *our* own mental health and it's important to be aware of how venting about our problems and frustrations can lead to the deterioration of someone else's mental health. #WorldMentalHealthDay 

https://t.co/1XPWZThYfg",USA TODAY Life,2,1,No
287,1321,1449813561631457281,SPECIAL DELIVERY: Adidas' Top Ten sneaker is getting some well-deserved love with this new collab and it's about time https://t.co/Q6AKd4tvHC https://t.co/BNSF2ZOw0b,USA TODAY Sports,0,1,Yes
288,20,1452480026579021828,"“Call me the white-knight hero here, talking [Trump] down from the more aggressive position,” after the election, right-wing attorney John Eastman claims. https://t.co/NicEz0sllm",HuffPost Politics,18,12,No
289,784,1422935494917337092,Essential Politics: Congress enters the abortion battle as Supreme Court prepares to hear a new case https://t.co/qsk4wH1dby,L.A. Times Politics,0,2,No
290,304,1456767037938802694,"A man and a woman were stunned to find themselves arrested and charged with third-degree assault after a fight in downtown Eugene, Oregon. https://t.co/gyBYPty4tt",HuffPost Life,3,3,No
291,1222,1427393481039745035,"For women, the Taliban taking over the government could mean the risk of flogging, lost access to their jobs and school — or at its worse — death. https://t.co/rzFdDBFL5N",USA TODAY Politics,0,0,No
292,944,1457031276171603970,A season of promise for the Raiders turns into one marred by turmoil and tragedy https://t.co/iUqSfWpzQo,L.A. Times Sports,0,0,No
293,464,1358123355963068416,"Intelligence officials praise Morgan Muir and his record, but a former Senate investigator said Muir cannot be trusted to “convey accurate information.” https://t.co/C4SRDbvnkL",BuzzFeed Politics,1,0,No
294,1229,1425183759968657413,"NEW.

When @JoeBiden was at his lowest ebb, African Americans resurrected his campaign in the early months of 2020.

But as the #GeorgeFloyd Act's chances dim — is the president doing enough for Black voters to get police accountability through Congress?

https://t.co/LsZR5XgnnB",USA TODAY Politics,0,19,Yes
295,759,1303801356109647875,Homeland Security whistleblower says he was pressured to alter intelligence reports https://t.co/E23m97mzsh,L.A. Times Politics,11,12,No
296,107,1443512277152538632,French ex-President Nicolas Sarkozy has been convicted in an illegal campaign financing case during his unsuccessful 2012 reelection bid. https://t.co/VXSmF1NbQd,HuffPost Politics,2,3,No
297,284,1456729633949368332,"The Green Bay Packers quarterback insisted he's “not an anti-vax flat-earther,” but unleashed a stream of false information. https://t.co/8O2uvQ1VXK",HuffPost Life,0,0,No
298,7,1419929663296708638,"""This is Lady Gaga at the Tokyo Olympics and no one can convince me otherwise,"" one fan tweeted about martial arts master Julyana Al-Sadeq from Jordan. https://t.co/fVwVNeYYrl",HuffPost Politics,20,4,No
299,344,1385690604961677314,"From ""Peter Pan"" to “Madeline,"" our readers recommend their favorite books to read to their kids and give as presents. https://t.co/klMZvufygn",HuffPost Life,2,1,No
300,1369,1409868100732821506,"There was a baby on board at the #BETAwards! Cardi B showed off her baby bump, revealing she's expecting a second child with husband Offset. https://t.co/I1iXOjDrYZ",USA TODAY Life,5,0,No
301,764,1431240282738155523,'Mad moms' and mask mandates: Will they determine whether Newsom is recalled? https://t.co/ruPLxTA0pg,L.A. Times Politics,0,0,No
302,90,1461854450407071749,"Barronelle Stutzman of Arlene's Flowers said she will turn the ""struggle for freedom over to others"" after settling with Curt Freed and Robert Ingersoll. https://t.co/YlySZTRN57",HuffPost Politics,3,1,No
303,439,1088204510214774784,US-Born Marine Veteran Detained By ICE Was Carrying His US Passport When He Was Arrested https://t.co/JsWpiRZ7os,BuzzFeed Politics,1,3,No
304,580,690274450982367232,Can you name every @NHL team in under 5 minutes? https://t.co/SgfhkJxPJ4 https://t.co/IUQbTuGFkc,BuzzFeed Sports,17,3,No
305,654,1041854676281352192,"Netflix and HBO are now tied at 19! The two #Godless supporting actor Emmys, plus #BlackMirror. https://t.co/EkLixARxK6",BuzzFeed Arts & Entertainment,51,8,No
306,1169,1404111364986187787,"On the last day of G-7 President Biden said the summit was ""extraordinarily collaborative and productive."" https://t.co/XOqZBSoA3o",USA TODAY Politics,6,4,No
307,808,1339208771273428993,Will the 2020 presidential campaign turn out to be the low point in modern political civility? https://t.co/uCO227o5N0,L.A. Times Politics,0,0,No
308,1429,1413683141215129601,".@NICKIMINAJ joined rapper @BIABIA on the remix of her pretty girl anthem ""Whole Lotta Money,"" which the duo rolled out on Minaj's Instagram Live. https://t.co/J0y5EXorQS",USA TODAY Life,864,158,No
309,483,1356783053075546112,"""These people cannot continue to wait."" https://t.co/X2vzIB9yE7",BuzzFeed Politics,1,1,No
310,33,1465658541570732037,The preliminary injunction applies to a coalition of suing states which all have either a Republican attorney general or governor. https://t.co/WeTPnGfYpU,HuffPost Politics,3,3,No
311,224,770708432534007809,"Legendary Olympian says he supports Colin Kaepernick ""1,000 percent"" https://t.co/UhSiSUwft2",HuffPost Sports,5,2,No
312,519,1103804034383720448,This Democratic Presidential Candidate Wants To Decriminalize Sex Work https://t.co/y4XK9ouJaq https://t.co/QfEhdxH8Yb,BuzzFeed Politics,1,0,No
313,352,1417805148370386946,"Expect upscale basics, easy-to-style solids and sophisticated patterns to get you through your schedule. https://t.co/kxBMEOxFQD",HuffPost Life,0,0,No
314,563,763790485399957504,idk just a thought https://t.co/6OJm6CJV3T,BuzzFeed Sports,0,1824,Yes
315,368,1227431265218883586,Andrew Yang’s Supporters Said They’re Not Finished Even As His Campaign Ends https://t.co/A6OqUAARgC,BuzzFeed Politics,1,1,No
316,100,1451212953609515008,The 47-mile ride on a double-decker bus is meant to appeal to people who are easily lulled asleep by long rides. https://t.co/XMB0PvbR8P,HuffPost Politics,2,2,No
317,1370,1426550938890866702,Watching #FreeGuy this weekend? @VancityReynolds chatted about his character in the film and more with @briantruitt. #EntertainThis @USATODAY https://t.co/1NRY7RFcRg,USA TODAY Life,0,2,Yes
318,131,1445568883851546625,"The CEO denied an ex-manager's remarks — based on Facebook’s own research — that the company puts “profits before people,” saying this was “just not true.” https://t.co/YlenDpGAq2",HuffPost Politics,3,1,No
319,1260,1451370058664579075,"Chris Taylor loves these elimination games. He hits a 2-run HR over the center-field wall, and the #Dodgers now up 6-2.",USA TODAY Sports,0,12,Yes
320,297,1382769167691026438,"The Ralph Lauren ensemble gave off ""that dorm is named after my grandfather"" energy, one person cracked. https://t.co/SQ4XyJmaKL",HuffPost Life,2,0,No
321,1191,1442057667195846656,"A near-default in 2011 had severe consequences: The stock market turned volatile, bond prices rose and the U.S. AAA credit rating was downgraded.

       https://t.co/OVVDRcqlMD",USA TODAY Politics,5,1,No
322,170,1466150080956801032,The justices appeared primed to overturn Roe v. Wade. https://t.co/GIa0bXpIVg,HuffPost Politics,7,4,No
323,370,1131651282484072449,WikiLeaks Founder Julian Assange Is Facing 17 More Criminal Charges In The United States https://t.co/gbtQ494PSa,BuzzFeed Politics,1,0,No
324,967,1451360264482295837,Chris Taylor follows with a bloop RBI 1B to CF to give #Dodgers 4-2 lead over #Braves.,L.A. Times Sports,0,11,Yes
325,631,1159540115204653059,"LIVE: @DionneGrant and @scottygb dish the dirt on the #LoveIsland reunion, Netflix's #AnotherLife👽, the #FreeMeek and #JadeGoody documentaries, and more https://t.co/FPnOruSQkE",BuzzFeed Arts & Entertainment,0,11,Yes
326,557,653742737850781696,@courtlizcamp yeah typo’d,BuzzFeed Sports,1,0,No
327,1290,1462092138108366855,Six of the eight current #NFL division leaders have suffered at least one loss in the last two weeks. Which contenders are most vulnerable? https://t.co/r3S8jrGxaQ,USA TODAY Sports,5,0,No
328,157,1448929207992586241,"A 10-minute bidding war broke out over “Love is in the Bin,” which sensationally self-shredded during its first auction sale in 2018. https://t.co/TRxQmPa3mX",HuffPost Politics,2,0,No
329,946,1462497294222348293,"In matchup of top 10 basketball teams, Corona Centennial knocks off Sherman Oaks Notre Dame https://t.co/Trfiy9qdqj",L.A. Times Sports,0,0,No
330,1366,1410281469419745280,"Pennsylvania’s highest court overturned Bill Cosby’s sex assault conviction.

https://t.co/z5UfYXNFVV",USA TODAY Life,1,0,No
331,359,1465899620308066308,Tests within 24 hours of departure and even self-quarantine rules are all reportedly on the table amid the spread of the omicron variant. https://t.co/apZeGLXCRj,HuffPost Life,2,0,No
332,190,818242999436058624,Mike McCarthy continues to do things in the #NFLPlayoffs that are flat out dumbfounding. I mean that's just awful. Just awful #packers,HuffPost Sports,0,10,Yes
333,1425,1430552073586634754,"#Aaliyah was only 22, and her legacy has been maintained by Missy Elliott and Timbaland – who co-wrote and produced most of the tracks on her 1996 sophomore album, #OneInAMillion – as well as Gladys Knight, her aunt through marriage. https://t.co/nobbbAIcwU https://t.co/dxZTfGTkYy",USA TODAY Life,1,1,No
334,1371,1392283392780144641,"When it comes to changing the way they look, stars like @billieeilish and @taylorswift13 face an unspoken pressure, experts say, to reinvent themselves. https://t.co/3433MpBJM5",USA TODAY Life,3,0,No
335,1162,1420496787786379264,"House Speaker Nancy Pelosi was asked about calling House Minority Leader Kevin McCarthy a ""moron"" during her weekly press briefing. https://t.co/aM5MhS7mHS https://t.co/xqJD5upEAc",USA TODAY Politics,31,5,No
336,1328,1449824570643521554,"Colts running game started out with 11 carries for 21 yards. 

Since then, Indianapolis has 144 yards on 12 carries.",USA TODAY Sports,0,5,Yes
337,871,1296088296108576773,Trump and Biden on guns: Far apart on policy and perspective https://t.co/f4cUBk1qjB,L.A. Times Politics,0,0,No
338,1082,1443209497556758541,Military officials testify to the House Armed Services committee on the U.S. exit from Afghanistan. https://t.co/4ZSYzsilff,USA TODAY Politics,1,2,No
339,974,1456346320831008769,"For this installment of Stadium Eats, Jenn takes us to Staples Center where she tries all of the food unique to the arena.

She steered clear of the chains like Wahoo's and Wetzel's and stuck to places like LudoBird, Doghaus and Outtakes.

Check it out at
https://t.co/zteT8eUdoQ https://t.co/DeJhejzU63",L.A. Times Sports,0,3,Yes
340,1116,1410195787754127362,"Since the turn of the century, the amount of debt per person has more than tripled.

       https://t.co/ZEmdLsZnKy",USA TODAY Politics,3,1,No
341,474,1095831879020797952,A Judge Found That Paul Manafort Lied To Investigators After Signing His Plea Deal https://t.co/VdKNHwEOee https://t.co/I1MxNOH13A,BuzzFeed Politics,2,1,No
342,717,1162393142005551106,"""I'm just so ridiculously and incredibly proud of her as a human being."" – @todrick on @taylorswift13 and the ""You Need To Calm Down"" video 🌈 https://t.co/shBL3ZwnYR",BuzzFeed Arts & Entertainment,0,1,Yes
343,736,1354142060140490752,Democrats unveil $15 minimum wage bill ahead of stimulus action https://t.co/wpdibLAr8g,L.A. Times Politics,0,0,No
344,390,1040411581702520832,Black Women Helped Build The Democratic Party. Now Those Leaders Say They’re Being Locked Out. https://t.co/zefSFRQz5M,BuzzFeed Politics,3,2,No
345,363,1455288416460054528,The Supreme Court seemed open to letting abortion providers go ahead with a challenge to SB 8. The fate of the Justice Department’s case is less clear. https://t.co/jfl6WqbZWk,BuzzFeed Politics,1,0,No
346,361,1109204367612076033,Here’s Everyone Robert Mueller Charged https://t.co/th0MkZIEMP https://t.co/7PWGBAvhhV,BuzzFeed Politics,5,8,No
347,400,1308108409691140097,The CDC Added — Then Removed — Coronavirus Aerosol Guidelines https://t.co/JeouWXoE0V,BuzzFeed Politics,1,0,No
348,1074,1433959751361212417,"All your burning questions about Kristen Stewart as Princess Diana, answered https://t.co/F0SP41jI3o",LAT Entertainment,15,4,No
349,1238,1461410591357251597,Gosar won his seat in 2010 with Tea Party support and has drifted further right since then. The 62-year-old former dentist is one of Trump's staunchest allies in Congress and now aligns himself with some of the House’s farthest-right members. https://t.co/tbREzRnVPy,USA TODAY Politics,2,2,No
350,1089,1424312216002736131,"The target of multiple sexual harassment allegations, Cuomo once championed anti-harassment legislation and advocated for justice for survivors.

       https://t.co/XTOG8GPYuO",USA TODAY Politics,5,1,No
351,1117,1450902912620797953,"A practice known as ""prison gerrymandering"" is easy to see in Wisconsin's last political maps. And likely to play a role in the new ones.

       https://t.co/8oX0aVH09H",USA TODAY Politics,2,1,No
352,689,1225115258643275776,".@JasonBiggs on his former ""American Pie"" costar @Realeugenelevy: ""He's the best. I love Eugene."" https://t.co/6rAmRXN7mw",BuzzFeed Arts & Entertainment,0,1,Yes
353,1397,1423751025563815939,"New Music Friday includes singles from Maroon 5's Adam Levine and The Weeknd, plus albums from Barbra Streisand and Nas. https://t.co/wpM1WRR7o1",USA TODAY Life,1,0,No
354,129,1456471654184411158,"Republican truck driver Edward Durr beat New Jersey's longtime state Senate president, Democrat Steve Sweeney. https://t.co/8bKWSx4c5l",HuffPost Politics,11,6,No
355,87,1462029940283555848,"“Our Journey Together"" promises to capture “the greatness"" of the Trump White House but critics aren't convinced. https://t.co/T81bANtZGe",HuffPost Politics,13,10,No
356,693,1041876740383989760,Outstanding Reality Competition Program: #DragRace! https://t.co/uKjrzg1ppM,BuzzFeed Arts & Entertainment,67,14,No
357,470,1195472555844329472,Manafort’s Russian Fixer Surfaced To Say Some Choice Words About The Trump Impeachment Inquiry https://t.co/TjiINA2wlI https://t.co/4KbbGEvRCs,BuzzFeed Politics,1,0,No
358,1225,1446562313746669568,"The letter asks President Joe Biden and Education Secretary Miguel Cardona to release a memo on the president's power to cancel student loan debt.

       https://t.co/uloV9o5Dq0",USA TODAY Politics,15,2,No
359,681,1023308361888985088,Inside the shocking and captivating new documentary about sex and Hollywood https://t.co/xKBuGHBFOe via @adambvary,BuzzFeed Arts & Entertainment,4,0,No
360,311,1440030426786004997,"""Today's kids will never know how much strength you needed to get the car window down."" https://t.co/ZtfKiJIbfa",HuffPost Life,3,0,No
361,271,1436778351784513536,"Coronavirus vaccine supply is extremely limited in much of the world, even as rich countries struggle to administer all their supply. https://t.co/DIWjo6e3OI",HuffPost Life,1,2,No
362,321,1465999238836404244,Nutritionists weigh in on everything from peppermint mochas to gingerbread lattes. https://t.co/B5cuWt8Sp3,HuffPost Life,0,0,No
363,305,1446418989752672262,Stressed over figuring out what's safe to do or what's worth possible coronavirus exposure? This is for you. https://t.co/G6LZHTiTEw,HuffPost Life,2,0,No
364,444,1123924361805795330,Colorado Sen. Michael Bennet Is Running For President https://t.co/BQh7E47u0Y,BuzzFeed Politics,2,0,No
365,1083,1422644745021558786,"""Governor Cuomo's actions violated multiple state and federal laws,""  New York Attorney General Letitia  James said.

       https://t.co/wOjoCwG3tR",USA TODAY Politics,3,3,No
366,1296,1449788662640783361,"Wow. That was too easy. Murray with the 14-yard TD run up the middle. Chargers hardly got a hand on him. Ravens up 7-0 after that 12-play, 90-yard scoring drive.",USA TODAY Sports,0,2,Yes
367,1315,1457429150957031434,"Pro for Cowboys D: Six tackles for loss, including 3 sacks, in first half.

Con: Big plays allowed. Penalties. 44-yard deep ball TD. Up-the-middle rushing TD. Broncos gained 96 rushing yards in first half, more than Cowboys have been allowing in full games. https://t.co/UtpE013tT5",USA TODAY Sports,0,5,Yes
368,329,1455986286251151376,Experts share common laundry missteps and how to get it right. https://t.co/2q0Gzfvsmn,HuffPost Life,0,0,No
369,822,1359321191098556416,Biden administration pledges more support for minority businesses https://t.co/bB246Ejv7B,L.A. Times Politics,0,0,No
370,211,980862068013387778,College basketball -- but played by (honest) professionals. Just like the olden days. https://t.co/p9UZbmp8sP https://t.co/uSU2MYzoap,HuffPost Sports,0,0,No
371,1085,1433166816684224514,"Secretary of State Lloyd Austin marked the end of the war in Afghanistan, saying ""America's longest war has come to a close.""

       https://t.co/HiibHjSKNX",USA TODAY Politics,3,2,No
372,1178,1459205619584573443,"President Joe Biden ended the long wait for a nominee to head the Food and Drug Administration, picking former commissioner Robert Califf.

       https://t.co/Vyr6kVxCTr",USA TODAY Politics,4,1,No
373,915,1454985037200322562,Takeaways from Rams’ 38-22 win over Texans: Ernest Jones makes impact in first start https://t.co/Xz3i1pzxMz,L.A. Times Sports,0,0,No
374,1293,1458842458293473285,That Braves GM Alex Anthopoulos was reduced to celebrating Atlanta's World Series championship at his home rather than in person exemplified the team's wild and weird season. https://t.co/EbZYOvgQgU,USA TODAY Sports,0,1,No
375,1031,1422310492752711686,Bad Bunny collaborates in a new song with Aventura group https://t.co/TWmQ51tgm6,LAT Entertainment,2,1,No
376,603,654867569539682304,@mike_bildd21 phenomenal.,BuzzFeed Sports,1,1,No
377,241,786323631030865920,"Tom Brady doesn't want to talk about his ""good friend"" Trump's gross comments https://t.co/MsNciU3Q5Q https://t.co/HHQSjIUyMR",HuffPost Sports,0,0,No
378,53,1448302128674525192,Staff members nicknamed the turtles Mary-Kate and Ashley Olsen after the twin child stars. https://t.co/wBrxQJrBXa,HuffPost Politics,6,2,No
379,8,1436264545337716766,"The bill is being crafted by Sen. Joe Manchin (https://t.co/i1Tk7tY9bW.), who opposed the original bill, and a group of Democrats. https://t.co/3dllkLnAaS",HuffPost Politics,8,3,No
380,848,1321150673065549828,A renewed surge of migration from Central America could pose early test for a President Biden https://t.co/NKbPftoB8I,L.A. Times Politics,1,1,No
381,529,1403469555628920841,"The Queen has met with every US president since Dwight Eisenhower, save only for Lyndon Johnson. https://t.co/6eNSrD9cWA",BuzzFeed Politics,2,0,No
382,121,1426287328956387329,"Amelia Miller attempted to show off her newfound powers, but — spoiler alert — failed to stick the landing. https://t.co/YnO8ZufHNg",HuffPost Politics,6,3,No
383,495,1071470237793439744,"Chief Of Staff John Kelly Is Leaving The White House, Trump Says https://t.co/prfc4fumJz https://t.co/M9unqaQ3PZ",BuzzFeed Politics,1,0,No
384,184,1007579461666181120,The Mexican-American fan group Pancho Villa's Army is on the march north of the border. https://t.co/oh7Mb90aOW https://t.co/tzAlxYCVQV,HuffPost Sports,35,11,No
385,43,1420168581757734922,"Washington Metropolitan Police Officer Daniel Hodges said he ""came prepared"" with the definition. https://t.co/8TJrL522PN",HuffPost Politics,92,28,No
386,365,1046901591192686592,Democrats Ask That FBI Include More Than 20 Witnesses In Its Expanded Kavanaugh Probe https://t.co/2Z9p90ccMr https://t.co/uzfOC7z98A,BuzzFeed Politics,1,1,No
387,1199,1420761157208473610,"The WH calls for Congress to extend the eviction moratorium for renters that ends July 31 after SCOTUS ruled the CDC can't unilaterally. @PressSec says POTUS would have supported a CDC extension but ""unfortunately"" SCOTUS ""has made clear that this option is no longer available.""",USA TODAY Politics,0,4,Yes
388,953,1454675505421197312,Drake London's injury overshadows USC's victory over Arizona https://t.co/wm0mH5OXuD,L.A. Times Sports,0,0,No
389,1226,1425452692395155460,"Rs and Ds are back to requesting earmarks now that they're allowed again. So far, many devote $ to local roads and waterways, like @SenFeinstein's pitch to fight California beach erosion using laser tech. @ganjansen found other interesting requests here: https://t.co/hDlifqX0Mx",USA TODAY Politics,0,6,Yes
390,795,1381215612526034947,"McManus: No shot, no service. Why vaccine passports are a good idea https://t.co/y7UtmiSINR",L.A. Times Politics,0,0,No
391,288,1437823851153530882,"The singer-songwriter, who is vegan, said it was ""an honor"" to wear a gown from the now fur-free fashion house at this year's Met Gala. https://t.co/ehMbSGjjMN",HuffPost Life,0,0,No
392,937,1454181291444690949,"Aldrich received his salary through Aug. 31, 2010, severance pay, and a Stanley Cup ring. 

His name was engraved on the Cup and he enjoyed the traditional winner’s day with the trophy.

That brought Beach to tears. 

https://t.co/FfjTuzKXKH https://t.co/VPCJZ9riMy",L.A. Times Sports,2,0,No
393,898,1287043706856636417,How Ruth Bader Ginsburg and the Supreme Court could play in the presidential race https://t.co/CkUPo2oYI8,L.A. Times Politics,1,0,No
394,823,1339193637259927555,Column: Why the U.S. still hasn't solved its mask and glove shortages https://t.co/gBQ9Q5KI1W,L.A. Times Politics,0,0,No
395,290,1379896893656997902,"The shot is linked to reports of blood clots and lower efficacy against COVID-19 variants, but there's more everyone needs to understand. https://t.co/ch4zDDl7V8",HuffPost Life,1,1,No
396,469,1085913527322271744,Senators Were Laughably Conflicted About Whether To Share Cardi B's Video On The Government Shutdown https://t.co/jAo8YSrIYG https://t.co/PJD2W6fgtG,BuzzFeed Politics,8,3,No
397,381,1146166178093514752,The Trump Administration Will Not Put A Citizenship Question On The 2020 Census https://t.co/PixRzCIMVc https://t.co/n8hPKvTapq,BuzzFeed Politics,1,1,No
